id,display_name,sys_class_name,ci,parent,model_category,model,serial_number,asset_tag,location,stockroom,assigned_to,company,assigned,department,support_group,supported_by,owned_by,managed_by,install_status,substatus,life_cycle_stage,life_cycle_stage_status,purchase_date,order_date,delivery_date,install_date,vendor,justification,lease_id,warranty_expiration,po_number,invoice_number,gl_account,cost,cost_center,checked_in,checked_out,due,due_in,comments,quantity,old_status,old_substatus,active_to,pre_allocated,skip_sync,depreciation,residual,residual_date,depreciation_date,depreciated_amount,salvage_value,retirement_date,request_line,reserved_for,sys_domain,acquisition_method,retired,disposal_reason,beneficiary,resale_price,resold_value,expenditure_type,work_notes,asset_function,sys_id,sys_updated_by,sys_updated_on,sys_created_by,sys_created_on,sys_mod_count,sys_domain_path
11,"Samsung SyncMaster 24\ Class BackLight LED""",alm_consumable,NULL,17a9e80d3790200044e0bfc8bcbe5d02,218323293743100044e0bfc8bcbe5d61,f10008893710200044e0bfc8bcbe5d80,NULL,NULL,f90afd120a0a0b9100c6c302ba9bd056,NULL,46826bf03710200044e0bfc8bcbe5d7d,31bea3d53790200044e0bfc8bcbe5dec,2021-03-05 07:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2020-12-29 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457.7600,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,00abe08d3790200044e0bfc8bcbe5d5a,admin,2023-09-14 04:27:33,admin,2022-12-05 08:23:38,6,/
12,Logitech Desktop Optical Wireless Mouse,alm_consumable,NULL,a9a92c0d3790200044e0bfc8bcbe5d4d,218323293743100044e0bfc8bcbe5d61,f9e1344b0a0a0b9100d4568417fde0c0,NULL,NULL,f90ad9120a0a0b91005146ebac892a09,NULL,8e826bf03710200044e0bfc8bcbe5d7d,31bea3d53790200044e0bfc8bcbe5dec,2022-06-21 07:00:00,221f3db5c6112284009f4becd3039cc9,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2022-02-06 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0000,d9d07bddc0a80a647cf932056ed24652,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,00abe08d3790200044e0bfc8bcbe5d5f,system,2023-09-15 08:09:07,admin,2022-12-05 08:23:38,7,/
13,Unknown,alm_asset,5397fa53c0a8016400f562cb29027855,NULL,84ffb854c3031000b959fd251eba8fe8,247cd6c437f3100044e0bfc8bcbe5d4d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5f6441efc0a8010e0177fcb589156352,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,00c13e8837f3100044e0bfc8bcbe5d4d,admin,2022-11-07 19:00:12,admin,2022-11-07 19:00:12,0,/
14,SW000001 - Microsoft MSDN 2010,alm_license,NULL,NULL,35bf2d4137101000deeabfc8bcbe5dbd,71160af737601000deeabfc8bcbe5d02,NULL,SW000001,NULL,NULL,NULL,e7c1f3d53790200044e0bfc8bcbe5deb,2023-01-17 07:00:00,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2022-09-15 08:00:00,0e8b8e650a0a0b3b004f285ffbb1a4fc,NULL,NULL,NULL,NULL,NULL,NULL,419400.0000,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,011783713750200044e0bfc8bcbe5d81,admin,2023-09-14 04:41:28,admin,2022-12-08 03:37:26,7,/
15,P1000241 - Gateway DX Series,alm_hardware,3f966cc93790200044e0bfc8bcbe5de4,NULL,81feb9c137101000deeabfc8bcbe5dc4,46bbf3cba9fe1981000545a67695b505,56WHL71,P1000241,25ab9f690a0a0bb3001c5fec1d0d7bcb,NULL,46c1293aa9fe1981000dc753e75ebeee,31bea3d53790200044e0bfc8bcbe5dec,2022-10-28 08:00:00,221db0edc611228401760aec06c9d929,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-29 07:00:00,b7eafc3ec0a80169017bc0ac7b4fc209,NULL,NULL,NULL,NULL,NULL,NULL,699.9900,7fb1cc99c0a80a6d30c04574d14c0acf,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,0f21351437b03000158bbfc8bcbe5da8,43310.3600,2023-11-08,2022-07-30 07:00:00,14840.1642,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,0196612a37c4200044e0bfc8bcbe5d3a,system,2023-11-08 07:55:03,admin,2022-11-27 18:16:40,27,/
16,"P1000807 - Apple MacBook Pro 17\"",alm_hardware""",0da92c0d3790200044e0bfc8bcbe5d36,NULL,81feb9c137101000deeabfc8bcbe5dc4,3a018d0f1b1310002502fbcd2c0713f7,IKS-131-F44462-HL,P1000807,0002c0a93790200044e0bfc8bcbe5df5,NULL,bd826bf03710200044e0bfc8bcbe5d3d,81fd65ecac1d55eb42a426568fc87a63,2022-05-19 07:00:00,5d7f17f03710200044e0bfc8bcbe5d43,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,2021-12-19,2021-12-04 08:00:00,2021-12-24 08:00:00,2022-03-07 07:00:00,b7e9e843c0a80169009a5a485bb2a2b5,NULL,NULL,2025-03-06,PO100008,NULL,NULL,2499.9900,91e8bbf43710200044e0bfc8bcbe5daa,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,0f21351437b03000158bbfc8bcbe5da8,138303.4000,2023-11-08,2022-03-08 07:00:00,69379.1797,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,01a92c0d3790200044e0bfc8bcbe5d36,system,2023-11-08 07:55:03,admin,2022-12-05 08:14:09,18,/
17,"P1000637 - Apple MacBook Air 13\"",alm_hardware""",0da9a80d3790200044e0bfc8bcbe5d53,NULL,81feb9c137101000deeabfc8bcbe5dc4,c402054f1b1310002502fbcd2c0713f7,BXV-671-O15099-HI,P1000637,5d000ca93790200044e0bfc8bcbe5d8c,NULL,7a82abf03710200044e0bfc8bcbe5d07,81fca4cbac1d55eb355b4b6db0e3c80f,2023-04-14 07:00:00,221db0edc611228401760aec06c9d929,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,2022-09-20,2022-09-05 08:00:00,2022-09-30 08:00:00,2022-10-30 08:00:00,b7e9e843c0a80169009a5a485bb2a2b5,NULL,NULL,2025-10-29,PO100011,NULL,NULL,1599.9900,7fb1cc99c0a80a6d30c04574d14c0acf,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,0f21351437b03000158bbfc8bcbe5da8,105765.4700,2023-11-08,2022-10-31 08:00:00,27151.0819,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,01a9a80d3790200044e0bfc8bcbe5d53,system,2023-11-08 07:55:03,admin,2022-12-05 08:13:36,18,/
18,P1000443 - Lenovo ThinkStation S20,alm_hardware,0da9ec0d3790200044e0bfc8bcbe5d93,NULL,81feb9c137101000deeabfc8bcbe5dc4,a9a2d0c3c6112276010db16c5ddd3461,GSN-700-V69187-LX,P1000443,19020ca93790200044e0bfc8bcbe5dda,NULL,46826bf03710200044e0bfc8bcbe5d98,81fd65ecac1d55eb42a426568fc87a63,2021-02-09 07:00:00,a581ab703710200044e0bfc8bcbe5de8,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,2020-10-21,2020-10-11 08:00:00,2020-10-31 08:00:00,2020-12-10 08:00:00,aa0a6df8c611227601cd2ed45989e0ac,NULL,NULL,2023-12-10,PO100002,NULL,NULL,3665.0000,d9d01546c0a80a6403e18b82250c80a1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,0f21351437b03000158bbfc8bcbe5da8,127387.9500,2023-11-08,2020-12-11 08:00:00,177075.9297,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,01a9ec0d3790200044e0bfc8bcbe5d93,system,2023-11-08 07:55:03,admin,2022-12-05 08:14:41,18,/
19,P1000433 - Lenovo ThinkStation S20,alm_hardware,0da9ec0d3790200044e0bfc8bcbe5dd2,NULL,81feb9c137101000deeabfc8bcbe5dc4,0c43b858c611227501522de20c61ac75,RCP-409-I10902-IR,P1000433,8226baa4ac1d55eb40eb653c02649519,NULL,ca826bf03710200044e0bfc8bcbe5d92,81fbfe03ac1d55eb286d832de58ae1fd,2022-07-15 07:00:00,a581ab703710200044e0bfc8bcbe5de8,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,2021-12-19,2021-12-07 08:00:00,2022-01-03 07:00:00,2022-02-14 07:00:00,aa0a6df8c611227601cd2ed45989e0ac,NULL,NULL,2025-02-13,PO100008,NULL,NULL,1699.9900,d9d01546c0a80a6403e18b82250c80a1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,0f21351437b03000158bbfc8bcbe5da8,92421.9900,2023-11-08,2022-02-15 07:00:00,48801.8984,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,01a9ec0d3790200044e0bfc8bcbe5dd2,system,2023-11-08 07:55:03,admin,2022-12-05 08:14:42,18,/
20,"Samsung SyncMaster 24\ Class BackLight LED""",alm_consumable,NULL,bba9ac0d3790200044e0bfc8bcbe5ded,218323293743100044e0bfc8bcbe5d61,f10008893710200044e0bfc8bcbe5d80,NULL,NULL,8201c34fac1d55eb36e59da730b7d035,NULL,d2826bf03710200044e0bfc8bcbe5dae,81fdf9ebac1d55eb4cb89f136a082555,2023-01-15 07:00:00,221f79b7c6112284005d646b76ab978c,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2022-08-01 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457.7600,d9d0a971c0a80a641c20b13d99a48576,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,01ab248d3790200044e0bfc8bcbe5d9e,admin,2023-09-14 04:27:33,admin,2022-12-05 08:23:42,5,/
21,Logitech Desktop Optical Wireless Mouse,alm_consumable,NULL,48a96c0d3790200044e0bfc8bcbe5d9f,218323293743100044e0bfc8bcbe5d61,f9e1344b0a0a0b9100d4568417fde0c0,NULL,NULL,8201c34fac1d55eb36e59da730b7d035,NULL,1e826bf03710200044e0bfc8bcbe5dae,81fdf9ebac1d55eb4cb89f136a082555,2021-06-26 07:00:00,221f79b7c6112284005d646b76ab978c,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-01-15 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0000,d9d0a971c0a80a641c20b13d99a48576,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,01ab248d3790200044e0bfc8bcbe5da3,system,2023-09-15 08:09:07,admin,2022-12-05 08:23:42,6,/
22,Logitech Logitech Desktop Keyboard,alm_consumable,NULL,e7a96c0d3790200044e0bfc8bcbe5d68,218323293743100044e0bfc8bcbe5d61,f9e1b5fa0a0a0b9100041f0a44da0547,NULL,NULL,8201c34fac1d55eb36e59da730b7d035,NULL,56826bf03710200044e0bfc8bcbe5daf,81fdf9ebac1d55eb4cb89f136a082555,2021-03-05 07:00:00,221f79b7c6112284005d646b76ab978c,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-16 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.9900,d9d0a971c0a80a641c20b13d99a48576,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,01ab248d3790200044e0bfc8bcbe5da8,admin,2023-09-14 04:27:33,admin,2022-12-05 08:23:42,5,/
23,"Samsung SyncMaster 24\ Class BackLight LED""",alm_consumable,NULL,33a9ac0d3790200044e0bfc8bcbe5dd6,218323293743100044e0bfc8bcbe5d61,f10008893710200044e0bfc8bcbe5d80,NULL,NULL,8201c34fac1d55eb36e59da730b7d035,NULL,d6826bf03710200044e0bfc8bcbe5db0,81fdf9ebac1d55eb4cb89f136a082555,2022-09-23 08:00:00,221f79b7c6112284005d646b76ab978c,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2022-06-14 07:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457.7600,d9d0a971c0a80a641c20b13d99a48576,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,01ab248d3790200044e0bfc8bcbe5dad,admin,2023-09-14 04:27:33,admin,2022-12-05 08:23:42,5,/
24,Logitech Desktop Optical Wireless Mouse,alm_consumable,NULL,dca9ec0d3790200044e0bfc8bcbe5d18,218323293743100044e0bfc8bcbe5d61,f9e1344b0a0a0b9100d4568417fde0c0,NULL,NULL,8201c34fac1d55eb36e59da730b7d035,NULL,12826bf03710200044e0bfc8bcbe5db1,81fdf9ebac1d55eb4cb89f136a082555,2023-03-13 07:00:00,221f79b7c6112284005d646b76ab978c,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2022-10-02 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.0000,d9d0a971c0a80a641c20b13d99a48576,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,01ab248d3790200044e0bfc8bcbe5db2,system,2023-09-15 08:09:07,admin,2022-12-05 08:23:42,6,/
25,Logitech Logitech Desktop Keyboard,alm_consumable,NULL,39a9ac0d3790200044e0bfc8bcbe5d3e,218323293743100044e0bfc8bcbe5d61,f9e1b5fa0a0a0b9100041f0a44da0547,NULL,NULL,24018ca93790200044e0bfc8bcbe5d32,NULL,5a826bf03710200044e0bfc8bcbe5db1,4b7d13f03710200044e0bfc8bcbe5db6,2022-03-04 07:00:00,221f79b7c6112284005d646b76ab978c,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,2021-10-26 08:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.9900,d9d0a971c0a80a641c20b13d99a48576,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0.0000,NULL,NULL,0.0000,0.0000,NULL,NULL,NULL,global,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,01ab248d3790200044e0bfc8bcbe5db7,admin,2023-09-14 04:27:33,admin,2022-12-05 08:23:42,5,/
